user_id,order_id,product_id,product_name,category,order_date,quantity,category_encoded
AE3Q6KSUK5P75D5HFYHCRAOLODSA,O0000012,B08CF3B7N1,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-11-09,1,0
AE43KS43Y6L62UBGG6K64AD5OISA,O0000013,B01GGKZ0V6,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-12-01,2,0
AE43YOKQNGCH4SSBHBYFXDSPX6YA,O0000014,B09C6HWG18,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-04-26,2,0
AE47XF2766XJOEOI42DVP2HMB4YQ,O0000015,B07XJYYH7L,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-09-24,1,0
AE4G376L73UNPWICYOSYO2KNXYJA,O0000016,B01GGKYKQM,"Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters), Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2025-01-01,2,0
AE4VKQV43AJEZDWE4WVJWFDY6RVA,O0000017,B01N90RZ4M,Tata Sky Universal Remote,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",2025-01-02,3,3
AE4YGDAAZX7ZDDGP4BTONW72CMIA,O0000018,B0BFWGBX61,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports QC 2.0/3.0 Charging",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-10-05,3,0
AE55KTFVNXYFD5FPYWP2OUPEYNPQ,O0000019,B09NKZXMWJ,"Flix (Beetel) Usb To Type C Pvc Data Sync And 2A 480Mbps Data Sync, Tough Fast Charging Long Cable For Usb Type C Devices, Charging Adapter (White, 1 Meter) - Xcd-C12",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-12-29,2,0
AE55KTFVNXYFD5FPYWP2OUPEYNPQ,O0000019,B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-12-29,2,0
AE55KTFVNXYFD5FPYWP2OUPEYNPQ,O0000020,B09NJN8L25,"FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2025-01-04,2,0
AE55WJERHR4C7SEAIWX4JJHFSZBA,O0000021,B07XLCFSSN,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-04-19,2,0
AE5KLF5JEOL4PMUGKERILYLPDSNA,O0000022,B08QX1CC14,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2024-07-27,2,5
AE642RIGZIT2VPQJOLNUZ34QVWJQ,O0000023,B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-02-15,2,0
AE7GD3VRRYQEAHDR7FXJIR23INYA,O0000024,B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,2024-10-12,3,1
AE7GD3VRRYQEAHDR7FXJIR23INYA,O0000024,B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,2024-10-12,2,1
AE7GGDNBOHD2JQ2X5JPD666SAQOQ,O0000025,B09CMP1SC8,"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Technology & Quick Charge 3.0, Compatible with All Type-C & Micro USB Devices (ABDC-10, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-08-30,1,0
AE7O44O3ZCU6YCS56X4UBNSMN2DA,O0000026,B09RZS1NQT,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-07-16,1,0
AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,O0000027,B09Q5P2MT3,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2024-03-17,2,5
AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,O0000027,B09Q5SWVBJ,OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED TV 32 Y1S (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2024-03-17,1,5
AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,O0000027,B08B42LWKN,OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2024-03-17,1,5
AE7QAFZ3XNWF3O4BK4WIGFB3JGIQ,O0000028,B09VT6JKRP,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-03-10,3,0
AE7VL5JTR7ZZ67UPBM6KP2NYEOYQ,O0000029,B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-10-28,1,0
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,O0000030,B014I8SSD0,"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",2024-06-08,3,2
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,O0000031,B07KSMBL2H,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",2024-06-19,3,2
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,O0000031,B014I8SX4Y,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",2024-06-19,1,2
AEA4764BEJKLL5UEYQ75K6TRRD3A,O0000032,B07B275VN9,"Airtel DigitalTV DTH Television, Setup Box Remote Compatible for SD and HD Recording (Black)","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",2024-06-14,1,3
AEA5X2W76STDCKVMFZ2WP7H7QFUA,O0000033,B008FWZGSG,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-09-27,3,0
AEAMIR3CMSA32IDEINSJKHRNANTA,O0000034,B09NKZXMWJ,"Flix (Beetel) Usb To Type C Pvc Data Sync And 2A 480Mbps Data Sync, Tough Fast Charging Long Cable For Usb Type C Devices, Charging Adapter (White, 1 Meter) - Xcd-C12",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-07-27,2,0
AEAMIR3CMSA32IDEINSJKHRNANTA,O0000034,B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-07-27,1,0
AEAMIR3CMSA32IDEINSJKHRNANTA,O0000034,B09NJN8L25,"FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-07-27,3,0
AEBHZQJ4R2TZ57GOCSTMIP53F4JQ,O0000035,B0B2DJDCPX,"SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 6/6S/7/7+/8/8+/10/11, 12, 13 Pro max iPad Air/Mini, iPod and iOS Devices (White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-03-26,1,0
AEBO7NWCNXKT4AESAN443HQH35FQ,O0000036,B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,2025-01-16,3,1
AEBO7NWCNXKT4AESAN443HQH35FQ,O0000036,B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,2025-01-16,3,1
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,O0000037,B09NJN8L25,"FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-05-11,1,0
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,O0000038,B09NKZXMWJ,"Flix (Beetel) Usb To Type C Pvc Data Sync And 2A 480Mbps Data Sync, Tough Fast Charging Long Cable For Usb Type C Devices, Charging Adapter (White, 1 Meter) - Xcd-C12",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-06-06,3,0
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,O0000039,B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-06-20,3,0
AEC4ANXPPWN4RV5YG4JXEVPUXTHA,O0000040,B09VT6JKRP,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-10-18,3,0
AEC5PUIW4OSIDDQED7WLXG2S7TOQ,O0000041,B0BCZCQTJX,Firestick Remote,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",2024-02-10,2,3
AECB6RAIS3NCSRCNMUWNZAQARNMA,O0000042,B01GGKZ0V6,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-07-04,1,0
AECCRE6ZTCPFGPVWDNY3IYYHCMOQ,O0000043,B0994GFWBH,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-03-21,2,0
AECGAMNNIMW5QOPOBXRYQAKMQGEA,O0000044,B008FWZGSG,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-08-31,3,0
AECPFYFQVRUWC3KGNLJIOREFP5LQ,O0000045,B082LZGK39,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-12-19,3,0
AECPFYFQVRUWC3KGNLJIOREFP5LQ,O0000046,B098NS6PVG,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2025-01-10,2,0
AECPFYFQVRUWC3KGNLJIOREFP5LQ,O0000046,B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2025-01-10,2,0
AECZ4IP3TBM4EUG52BZAOQV3EKIA,O0000047,B0B4HJNPV4,"pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1 Meter Long Cable for Type-C Smartphones, Tablets & Laptops (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-03-10,1,0
AED54H4JXQGZT6GANH6PJN4SNU7Q,O0000048,B07B275VN9,"Airtel DigitalTV DTH Television, Setup Box Remote Compatible for SD and HD Recording (Black)","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",2024-06-10,2,3
AEDLLY6JXNCVYIW227SBCPVYHNUA,O0000049,B08R69VDHT,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-12-22,3,0
AEDLXBJM6UISEM4SXR6YUIY4KNCQ,O0000050,B0B5ZF3NRK,"CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatible with One Plus 3 /3T /5 /5T /6 /6T /7 /7T /7 pro & for All Type C Devices - 1 Meter, Red",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2025-01-07,3,0
AEEFM3W6RGC2KDYG5B6N7VQXR4QA,O0000051,B09W5XR9RT,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-07-09,1,0
AEETOHX32FYDRI6SIAW7L76Q2NHQ,O0000052,B09RWZRCP1,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Rebellious Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-11-03,1,0
AEEV73PQDYYMSQSW46LQMZ526YVQ,O0000053,B09L8DSSFH,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for LED OLED UHD QLED and Suitable for 6 7 8 Series Samsung TV with Hot Keys BN59-01259E,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",2024-08-23,3,3
AEEXKG5AG3K2ZV5EDWTS44RP245Q,O0000054,B08CHKQ8D4,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14, 14 Pro, 14 Pro Max, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max iPhone 12 Mini, X, 8 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-07-24,3,0
AEF55HUCR2L3DMBXVV4SGD55JKIQ,O0000055,B09JPC82QC,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2024-05-21,1,5
AEG5JOZOUBWEAZOGQQR6YDVPTL6A,O0000056,B00NH11PEY,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-11-12,3,0
AEGLHOQOWUUUQEDV6EWXTSHIUE7A,O0000057,B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-12-02,1,0
AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,O0000058,B09F9YQQ7B,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2024-11-30,2,5
AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,O0000059,B09RFC46VP,Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2024-12-20,2,5
AEGR6ZYWXPEZWM7JUEBWQHAOPS2A,O0000060,B09RWZRCP1,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Rebellious Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-10-23,3,0
AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,O0000061,B0711PVX6Z,"AmazonBasics Micro USB Fast Charging Cable for Android Phones with Gold Plated Connectors (3 Feet, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-05-16,1,0
AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,O0000062,B07232M876,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer With Gold Plated Connectors (6 Feet, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-06-12,1,0
AEGXNM3XGAHJGUJ7MIFPE7QFMJHA,O0000063,B09W5XR9RT,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-01-04,2,0
AEGZCGGDNS4ZRNPG3CDULRVB5Z5A,O0000064,B0BFWGBX61,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports QC 2.0/3.0 Charging",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-12-13,1,0
AEGZSNGSJJAEMJ3RRNVZTKUILOHA,O0000065,B08R69VDHT,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-05-07,1,0
AEH463ZLT7U67XS3DWK2Y27GLVWQ,O0000066,B0B5ZF3NRK,"CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatible with One Plus 3 /3T /5 /5T /6 /6T /7 /7T /7 pro & for All Type C Devices - 1 Meter, Red",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-07-16,2,0
AEH6JRDO3GFF5AKVH7SZUP2UPNZA,O0000067,B09T3KB6JZ,TCL 100 cm (40 inches) Full HD Certified Android R Smart LED TV 40S6505 (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",2024-09-07,3,5
AEHBE4U3HD6G2TMSHKE7TNZYOWCA,O0000068,B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-08-14,3,0
AEHIRIOGHJKVTFYHFZVQ322CMZMA,O0000069,B07966M8XH,"Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion Cantilever for LED,LCD and Plasma TV's","Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",2024-09-17,1,4
AEHQERYQKTKY5OMTF5KOWEIVCSQA,O0000070,B09VT6JKRP,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-04-13,2,0
AEHQQTEDMSXRGSBDDEIH3JF4AOMQ,O0000071,B002PD61Y4,D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,2024-09-12,1,1
AEHQYGI5L4FFALBMC5XMT5KXSZCA,O0000072,B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-08-16,3,0
AEHU6ETDR7HVQOGLKITDETHZEO7A,O0000073,B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-12-07,1,0
AEHVZHMJQYG456XUPYSWK7PWAJAA,O0000074,B0B4DT8MKT,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 Mtr Long, Type C cable, Micro Usb Cable and Cable for iPhone, White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,2024-10-05,3,0
