user_id,product_id,rank,score
AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,B098NS6PVG,5,3.2360466685165906e-16
AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,B0789LZTCJ,6,2.8757286311467907e-16
AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,B07B275VN9,7,2.7583434086960357e-16
AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,B07JH1C41D,8,2.12073413582334e-16
AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,B07232M876,9,1.727591836446485e-16
AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,B014I8SSD0,10,1.5928624204108757e-16
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,B098NS6PVG,1,1.1839700585307992e-15
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,B0789LZTCJ,2,5.374779379736138e-16
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,B09Q5SWVBJ,3,5.184623333059302e-16
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,B09RFC46VP,4,5.065771485113033e-16
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,B09NJN8L25,5,4.839572095789311e-16
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,B0B3MMYHYW,6,4.1749468439723296e-16
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,B082LSVT4B,7,3.957915106912809e-16
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,B08HDJ86NZ,8,3.847124784954154e-16
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,B09VCHLSJF,9,3.69320761789692e-16
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,B09NHVCHS9,10,3.68407909250977e-16
AEAMIR3CMSA32IDEINSJKHRNANTA,B0088TKTY2,1,8.585423819837332e-16
AEAMIR3CMSA32IDEINSJKHRNANTA,B082LSVT4B,2,3.5984473696854153e-16
AEAMIR3CMSA32IDEINSJKHRNANTA,B07JH1C41D,3,3.084164492141661e-16
AEAMIR3CMSA32IDEINSJKHRNANTA,B092BJMT8Q,4,2.749195051379365e-16
AEAMIR3CMSA32IDEINSJKHRNANTA,B07JW1Y6XV,5,2.428253221038807e-16
AEAMIR3CMSA32IDEINSJKHRNANTA,B09VCHLSJF,6,2.2000388142402633e-16
AEAMIR3CMSA32IDEINSJKHRNANTA,B08HDH26JX,7,2.1738443670539597e-16
AEAMIR3CMSA32IDEINSJKHRNANTA,B014I8SSD0,8,1.7259527360215265e-16
AEAMIR3CMSA32IDEINSJKHRNANTA,B07XLCFSSN,9,1.449267515037862e-16
AEAMIR3CMSA32IDEINSJKHRNANTA,B09Q5P2MT3,10,1.4393146652045003e-16
AEBO7NWCNXKT4AESAN443HQH35FQ,B09VCHLSJF,1,2.149049411809033e-16
AEBO7NWCNXKT4AESAN443HQH35FQ,B08Y1TFSP6,2,1.6113103045685943e-16
AEBO7NWCNXKT4AESAN443HQH35FQ,B098NS6PVG,3,1.563408388433815e-16
AEBO7NWCNXKT4AESAN443HQH35FQ,B07XLCFSSN,4,1.1831376063884503e-16
AEBO7NWCNXKT4AESAN443HQH35FQ,B08HDH26JX,5,1.0219696171362378e-16
AEBO7NWCNXKT4AESAN443HQH35FQ,B0711PVX6Z,6,9.89724232563399e-17
AEBO7NWCNXKT4AESAN443HQH35FQ,B082LSVT4B,7,8.94419660048532e-17
AEBO7NWCNXKT4AESAN443HQH35FQ,B07B275VN9,8,8.691515174231572e-17
AEBO7NWCNXKT4AESAN443HQH35FQ,B0B1YZX72F,9,8.649815166123342e-17
AEBO7NWCNXKT4AESAN443HQH35FQ,B08Y1SJVV5,10,8.359625164035227e-17
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,B082LZGK39,1,4.2651986492021865e-16
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,B014I8SSD0,2,3.980682955523747e-16
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,B0789LZTCJ,3,3.8376969077511597e-16
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,B07JW1Y6XV,4,3.4196374976248794e-16
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,B092BJMT8Q,5,2.7502150543664556e-16
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,B09Q5P2MT3,6,2.000768123036795e-16
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,B008FWZGSG,7,1.8479850071474926e-16
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,B00NH11KIK,8,1.4540827156106543e-16
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,B09NHVCHS9,9,1.3397531955232532e-16
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,B07XLCFSSN,10,1.3002098631709187e-16
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B014I8SSD0,1,7.042659315892641e-16
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B07KSMBL2H,2,4.3774781881640805e-16
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B09NHVCHS9,3,4.1584026838406953e-16
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B0B1YZX72F,4,3.348870014004724e-16
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B08Y1TFSP6,5,2.885820617379261e-16
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B00NH11PEY,6,2.7714110424584153e-16
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B008IFXQFU,7,2.4578280484823466e-16
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B07JH1C41D,8,2.1172619413895032e-16
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B002PD61Y4,9,1.587343721620737e-16
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B07XLCFSSN,10,1.4680885029005814e-16
AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,B014I8SSD0,1,5.559418415603615e-16
AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,B0B1YZX72F,2,3.4894282006290016e-16
AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,B07232M876,3,3.050084944876962e-16
AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,B07XLCFSSN,4,2.451219911900764e-16
AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,B09VCHLSJF,5,2.284336359757524e-16
AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,B07GVGTSLN,6,1.7293455869752024e-16
AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,B0B3MMYHYW,7,1.7040133306682587e-16
AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,B0711PVX6Z,8,1.61591164227734e-16
AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,B08Y1SJVV5,9,1.288751742878968e-16
AEGPWBXEAWPF6XRT7EZJOYJQA6DQ,B09RFC46VP,10,1.227440293468089e-16
AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,B014I8SSD0,1,3.442179569689906e-16
AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,B09Q5SWVBJ,2,3.122273762710297e-16
AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,B0B15CPR37,3,2.0995700161013752e-16
AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,B0141EZMAI,4,1.8175014407940814e-16
AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,B098NS6PVG,5,1.6900639208830843e-16
AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,B077Z65HSD,6,1.586490958506597e-16
AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,B09F9YQQ7B,7,1.525042472438481e-16
AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,B07JH1C41D,8,1.520906729694086e-16
AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,B09NJN8L25,9,1.3769115221856053e-16
AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,B0789LZTCJ,10,1.215122906250525e-16
AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,B014I8SSD0,1,6.884359139379812e-16
AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,B09Q5SWVBJ,2,6.244547525420594e-16
AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,B0B15CPR37,3,4.1991400322027504e-16
AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,B0141EZMAI,4,3.635002881588163e-16
AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,B098NS6PVG,5,3.3801278417661685e-16
AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,B077Z65HSD,6,3.172981917013194e-16
AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,B09F9YQQ7B,7,3.050084944876962e-16
AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,B07JH1C41D,8,3.041813459388172e-16
AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,B09NJN8L25,9,2.7538230443712105e-16
AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,B0789LZTCJ,10,2.43024581250105e-16
AELNBR4H6235Y7NVYNCGNABDIDFQ,B09Q5SWVBJ,1,7.560941046411495e-16
AELNBR4H6235Y7NVYNCGNABDIDFQ,B07JH1C41D,2,3.495492217219876e-16
AELNBR4H6235Y7NVYNCGNABDIDFQ,B08Y1TFSP6,3,3.1718747484628497e-16
AELNBR4H6235Y7NVYNCGNABDIDFQ,B082LZGK39,4,3.127580977350918e-16
AELNBR4H6235Y7NVYNCGNABDIDFQ,B09NKZXMWJ,5,3.0954350008669094e-16
AELNBR4H6235Y7NVYNCGNABDIDFQ,B08HDJ86NZ,6,2.774128425306309e-16
AELNBR4H6235Y7NVYNCGNABDIDFQ,B014I8SSD0,7,9.784703266824153e-17
AELNBR4H6235Y7NVYNCGNABDIDFQ,B09VCHLSJF,8,9.629677715635527e-17
AELNBR4H6235Y7NVYNCGNABDIDFQ,B07KSMBL2H,9,8.946730970969764e-17
AELNBR4H6235Y7NVYNCGNABDIDFQ,B07MKFNHKG,10,8.245250898317282e-17
AENGU523SXMOS7JPDTW52PNNVWGQ,B07JW1Y6XV,1,9.063552587148536e-16
AENGU523SXMOS7JPDTW52PNNVWGQ,B092BJMT8Q,2,5.178809322721695e-16
AENGU523SXMOS7JPDTW52PNNVWGQ,B09NHVCHS9,3,3.523393590576133e-16
AENGU523SXMOS7JPDTW52PNNVWGQ,B0789LZTCJ,4,2.9999602721050197e-16
AENGU523SXMOS7JPDTW52PNNVWGQ,B09Q5P2MT3,5,2.669968736900754e-16
AENGU523SXMOS7JPDTW52PNNVWGQ,B0B1YZX72F,6,2.3171782407156055e-16
AENGU523SXMOS7JPDTW52PNNVWGQ,B0088TKTY2,7,2.315257919425243e-16
AENGU523SXMOS7JPDTW52PNNVWGQ,B0711PVX6Z,8,2.2293578390849345e-16
AENGU523SXMOS7JPDTW52PNNVWGQ,B07B275VN9,9,1.72115039014218e-16
AENGU523SXMOS7JPDTW52PNNVWGQ,B08Y1SJVV5,10,1.366279958956273e-16
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B092BJMT8Q,1,3.1718747484628497e-16
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B09VCHLSJF,2,2.7994162039067244e-16
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B08HDH26JX,3,2.489136034607815e-16
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B00V4BGDKU,4,2.4568581473843425e-16
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B0B1YZX72F,5,2.2386181519893975e-16
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B07JW9H4J1,6,2.0931036925646618e-16
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B082LSVT4B,7,1.827061545136231e-16
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B08B42LWKN,8,1.8245965019499764e-16
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B0088TKTY2,9,1.6609977282476254e-16
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B008IFXQFU,10,1.6113103045685943e-16
AEP6PYK2DLTD5UCMURSUNUE4IE5A,B0B1YZX72F,1,6.984095549578411e-16
AEP6PYK2DLTD5UCMURSUNUE4IE5A,B08HDH26JX,2,6.404879934210014e-16
AEP6PYK2DLTD5UCMURSUNUE4IE5A,B08HDJ86NZ,3,5.76422495016569e-16
AEP6PYK2DLTD5UCMURSUNUE4IE5A,B08B42LWKN,4,5.48097601448889e-16
AEP6PYK2DLTD5UCMURSUNUE4IE5A,B07KSMBL2H,5,4.922456204627061e-16
AEP6PYK2DLTD5UCMURSUNUE4IE5A,B07MKFNHKG,6,3.390544405455344e-16
AEP6PYK2DLTD5UCMURSUNUE4IE5A,B082LSVT4B,7,3.313349310254832e-16
AEP6PYK2DLTD5UCMURSUNUE4IE5A,B01GGKYKQM,8,2.818276307073078e-16
AEP6PYK2DLTD5UCMURSUNUE4IE5A,B002PD61Y4,9,2.3292112817951955e-16
AEP6PYK2DLTD5UCMURSUNUE4IE5A,B09NHVCHS9,10,2.24362346234786e-16
AEPSWFPNECKO34PUC7I56ITGXR6Q,B09RFC46VP,1,4.950845016558565e-16
AEPSWFPNECKO34PUC7I56ITGXR6Q,B014I8SSD0,2,4.719384046497835e-16
AEPSWFPNECKO34PUC7I56ITGXR6Q,B09NHVCHS9,3,4.365701112229295e-16
AEPSWFPNECKO34PUC7I56ITGXR6Q,B09NJN8L25,4,3.6230147815033256e-16
AEPSWFPNECKO34PUC7I56ITGXR6Q,B0B3MMYHYW,5,2.833007293552628e-16
AEPSWFPNECKO34PUC7I56ITGXR6Q,B09NKZXMWJ,6,2.800506709458322e-16
AEPSWFPNECKO34PUC7I56ITGXR6Q,B07XLCFSSN,7,2.6707421670771884e-16
AEPSWFPNECKO34PUC7I56ITGXR6Q,B0B1YZX72F,8,2.5133388341815735e-16
AEPSWFPNECKO34PUC7I56ITGXR6Q,B07KSMBL2H,9,2.3215481372862755e-16
AEPSWFPNECKO34PUC7I56ITGXR6Q,B07KRCW6LZ,10,2.05226381363481e-16
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B09VCHLSJF,1,1.5799077200935454e-15
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B014I8SSD0,2,4.774381141442098e-16
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B07JH1C41D,3,3.0952953841194195e-16
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B07MKFNHKG,4,2.8289904605352945e-16
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B09Q5SWVBJ,5,2.5185814906473884e-16
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B00NH11PEY,6,2.112615539275246e-16
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B008IFXQFU,7,1.6719250328070453e-16
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B01GGKYKQM,8,1.5899997902785796e-16
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B082LSVT4B,9,1.4209983311014877e-16
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B0789LZTCJ,10,1.385130169812902e-16
AEQIJCPWSBCDKUO5VROXXHWX3PPA,B098NS6PVG,1,5.283082272121249e-16
AEQIJCPWSBCDKUO5VROXXHWX3PPA,B01GGKZ0V6,2,4.236044864116025e-16
AEQIJCPWSBCDKUO5VROXXHWX3PPA,B09VCHLSJF,3,3.8560014229848713e-16
AEQIJCPWSBCDKUO5VROXXHWX3PPA,B0B1YVCJ2Y,4,3.4618562819850173e-16
AEQIJCPWSBCDKUO5VROXXHWX3PPA,B01M4GGIVU,5,3.4421011398630807e-16
AEQIJCPWSBCDKUO5VROXXHWX3PPA,B09F9YQQ7B,6,2.886449473523955e-16
AEQIJCPWSBCDKUO5VROXXHWX3PPA,B09NHVCHS9,7,2.456694934488301e-16
AEQIJCPWSBCDKUO5VROXXHWX3PPA,B08Y1SJVV5,8,2.4392170183312324e-16
AEQIJCPWSBCDKUO5VROXXHWX3PPA,B08HDJ86NZ,9,1.9935039567839935e-16
AEQIJCPWSBCDKUO5VROXXHWX3PPA,B008FWZGSG,10,1.9096434616297674e-16
AEQJHCVTNINBS4FKTBGQRQTGTE5Q,B07JW1Y6XV,1,4.70068418083758e-16
AEQJHCVTNINBS4FKTBGQRQTGTE5Q,B09NJN8L25,2,2.3545457471972174e-16
AEQJHCVTNINBS4FKTBGQRQTGTE5Q,B092BJMT8Q,3,2.2401523933100016e-16
AEQJHCVTNINBS4FKTBGQRQTGTE5Q,B09NHVCHS9,4,1.9279012133763126e-16
AEQJHCVTNINBS4FKTBGQRQTGTE5Q,B08HDJ86NZ,5,1.6029120968129787e-16
AEQJHCVTNINBS4FKTBGQRQTGTE5Q,B0B1YZX72F,6,1.5638231989280785e-16
AEQJHCVTNINBS4FKTBGQRQTGTE5Q,B0711PVX6Z,7,1.3246147387975898e-16
AEQJHCVTNINBS4FKTBGQRQTGTE5Q,B07XLCFSSN,8,1.1312061283052568e-16
AEQJHCVTNINBS4FKTBGQRQTGTE5Q,B08Y1TFSP6,9,1.1139888184774168e-16
AEQJHCVTNINBS4FKTBGQRQTGTE5Q,B0088TKTY2,10,1.1131721289767532e-16
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,B08HDJ86NZ,1,4.755456550866651e-16
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,B0B3MMYHYW,2,3.4920477747892056e-16
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,B0789LZTCJ,3,2.738858418961722e-16
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,B0B1YVCJ2Y,4,2.4561766821525487e-16
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,B08B42LWKN,5,2.451053843283105e-16
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,B08Y1TFSP6,6,2.2386181519893975e-16
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,B098NS6PVG,7,2.1693634978047901e-16
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,B0088TKTY2,8,2.0816681711721678e-16
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,B09F9YQQ7B,9,1.7447141003145008e-16
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,B014I8SX4Y,10,1.673704937710477e-16
AERQBL3BISJQVHO3RLOOA4HKZX5A,B08HDJ86NZ,1,7.259115454704163e-16
AERQBL3BISJQVHO3RLOOA4HKZX5A,B09VCHLSJF,2,4.0025244134958595e-16
AERQBL3BISJQVHO3RLOOA4HKZX5A,B0789LZTCJ,3,3.3887259007874365e-16
AERQBL3BISJQVHO3RLOOA4HKZX5A,B07JH1C41D,4,2.7627787604325554e-16
AERQBL3BISJQVHO3RLOOA4HKZX5A,B0B3MMYHYW,5,2.6524059237924693e-16
AERQBL3BISJQVHO3RLOOA4HKZX5A,B0B1YZX72F,6,2.1995268788846688e-16
AERQBL3BISJQVHO3RLOOA4HKZX5A,B07B275VN9,7,2.0977433308663556e-16
AERQBL3BISJQVHO3RLOOA4HKZX5A,B014I8SSD0,8,1.378451529822546e-16
AERQBL3BISJQVHO3RLOOA4HKZX5A,B008FWZGSG,9,1.2229392477870107e-16
AERQBL3BISJQVHO3RLOOA4HKZX5A,B098NS6PVG,10,1.0824942779953393e-16
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,B08HDJ86NZ,1,9.510913101733303e-16
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,B0B3MMYHYW,2,6.984095549578411e-16
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,B0789LZTCJ,3,5.477716837923444e-16
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,B0B1YVCJ2Y,4,4.912353364305097e-16
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,B08B42LWKN,5,4.90210768656621e-16
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,B08Y1TFSP6,6,4.477236303978795e-16
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,B098NS6PVG,7,4.3387269956095803e-16
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,B0088TKTY2,8,4.1633363423443355e-16
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,B09F9YQQ7B,9,3.4894282006290016e-16
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,B014I8SX4Y,10,3.347409875420954e-16
AEW6KBDGJEWIOQKAW3FP74GMV6TA,B014I8SSD0,1,6.884359139379812e-16
AEW6KBDGJEWIOQKAW3FP74GMV6TA,B09Q5SWVBJ,2,6.244547525420594e-16
AEW6KBDGJEWIOQKAW3FP74GMV6TA,B0B15CPR37,3,4.1991400322027504e-16
AEW6KBDGJEWIOQKAW3FP74GMV6TA,B0141EZMAI,4,3.635002881588163e-16
AEW6KBDGJEWIOQKAW3FP74GMV6TA,B098NS6PVG,5,3.3801278417661685e-16
AEW6KBDGJEWIOQKAW3FP74GMV6TA,B077Z65HSD,6,3.172981917013194e-16
AEW6KBDGJEWIOQKAW3FP74GMV6TA,B09F9YQQ7B,7,3.050084944876962e-16
AEW6KBDGJEWIOQKAW3FP74GMV6TA,B07JH1C41D,8,3.041813459388172e-16
AEW6KBDGJEWIOQKAW3FP74GMV6TA,B09NJN8L25,9,2.7538230443712105e-16
AEW6KBDGJEWIOQKAW3FP74GMV6TA,B0789LZTCJ,10,2.43024581250105e-16
